date,researcher,species,spawning_time,obsv_time,plate_letter,cell_num,stage,water_temp_(è_C),pH,comments
8/4/18,Miller,B2,10:00,16:32,A,2,3,24,8.2,
8/4/18,Miller,B2,10:00,16:32,A,3,1,24,8.2,
8/4/18,Miller,B2,10:00,16:32,A,4,4,24,8.2,
8/4/18,Miller,B2,10:00,16:32,A,5,1,24,8.2,
8/4/18,Miller,B2,10:00,16:32,A,6,3,24,8.2,
8/4/18,Miller,B2,10:00,16:32,B,1,3,24,7.8,
8/4/18,Miller,B2,10:00,16:32,B,2,4,24,7.8,
8/4/18,Miller,B2,10:00,16:32,B,3,1,24,7.8,
8/4/18,Miller,B2,10:00,16:32,B,4,1,24,7.8,
8/4/18,Miller,B2,10:00,16:32,B,5,1,24,7.8,
8/4/18,Miller,B2,10:00,16:32,B,6,4,24,7.8,
8/4/18,Miller,B2,10:00,16:32,C,1,1,24,7.5,
8/4/18,Miller,B2,10:00,16:32,C,2,1,24,7.5,
8/4/18,Miller,B2,10:00,16:32,C,3,1,24,7.5,
8/4/18,Miller,B2,10:00,16:32,C,4,1,24,7.5,
8/4/18,Miller,B2,10:00,16:32,C,5,5,24,7.5,
8/4/18,Miller,B2,10:00,16:32,C,6,1,24,7.5,
8/4/18,Miller,B2,10:00,16:32,D,1,1,24,7.8,
8/4/18,Miller,B2,10:00,16:32,D,2,1,24,7.8,
8/4/18,Miller,B2,10:00,16:32,D,3,1,24,7.8,
8/4/18,Miller,B2,10:00,16:32,D,4,1,24,7.8,
8/4/18,Miller,B2,10:00,16:32,D,5,1,24,7.8,
8/4/18,Miller,B2,10:00,16:32,D,6,1,24,7.8,
8/4/18,Miller,D,10:00,16:32,A,1,1,24,8.2,
8/4/18,Miller,D,10:00,16:32,A,2,1,24,8.2,
8/4/18,Miller,D,10:00,16:32,A,3,3,24,8.2,
8/4/18,Miller,D,10:00,16:32,A,4,1,24,8.2,
8/4/18,Miller,D,10:00,16:32,A,5,3,24,8.2,
8/4/18,Miller,D,10:00,16:32,A,6,1,24,8.2,
8/4/18,Miller,D,10:00,16:32,B,1,3,24,7.8,
8/4/18,Miller,D,10:00,16:32,B,2,3,24,7.8,
8/4/18,Miller,D,10:00,16:32,B,3,3,24,7.8,
8/4/18,Miller,D,10:00,16:32,B,4,2,24,7.8,
8/4/18,Miller,D,10:00,16:32,B,5,1,24,7.8,
8/4/18,Miller,D,10:00,16:32,B,6,2,24,7.8,
8/4/18,Miller,D,10:00,16:32,C,1,3,24,7.5,
8/4/18,Miller,D,10:00,16:32,C,2,3,24,7.5,
8/4/18,Miller,D,10:00,16:32,C,3,3,24,7.5,
8/4/18,Miller,D,10:00,16:32,C,4,1,24,7.5,
8/4/18,Miller,D,10:00,16:32,C,5,4,24,7.5,
8/4/18,Miller,D,10:00,16:32,C,6,3,24,7.5,
8/4/18,Miller,B1,10:00,17:15,A,1,0,24,8.2,
8/4/18,Miller,B1,10:00,17:15,A,2,4,24,8.2,
8/4/18,Miller,B1,10:00,17:15,A,3,0,24,8.2,
8/4/18,Miller,B1,10:00,17:15,A,4,1,24,8.2,
8/4/18,Miller,B1,10:00,17:15,A,5,0,24,8.2,
8/4/18,Miller,B1,10:00,17:15,A,6,0,24,8.2,
8/4/18,Miller,B1,10:00,17:15,B,1,4,24,7.8,
8/4/18,Miller,B1,10:00,17:15,B,2,3,24,7.8,
8/4/18,Miller,B1,10:00,17:15,B,3,1,24,7.8,
8/4/18,Miller,B1,10:00,17:15,B,4,1,24,7.8,
8/4/18,Miller,B1,10:00,17:15,B,5,1,24,7.8,
8/4/18,Miller,B1,10:00,17:15,B,6,1,24,7.8,
8/4/18,Miller,B1,10:00,17:15,C,1,1,24,7.5,
8/4/18,Miller,B1,10:00,17:15,C,2,1,24,7.5,
8/4/18,Miller,B1,10:00,17:15,C,3,1,24,7.5,
8/4/18,Miller,B1,10:00,17:15,C,4,1,24,7.5,
8/4/18,Miller,B1,10:00,17:15,C,5,0,24,7.5,
8/4/18,Miller,B1,10:00,17:15,C,6,1,24,7.5,
8/4/18,Miller,B1,10:00,17:15,D,1,1,24,7.5,
8/4/18,Miller,B1,10:00,17:15,D,2,1,24,7.5,
8/4/18,Miller,B1,10:00,17:15,D,3,1,24,7.5,
8/4/18,Miller,B1,10:00,17:15,D,4,4,24,7.5,
8/4/18,Miller,B1,10:00,17:15,D,5,Dead,24,7.5,
8/4/18,Miller,B1,10:00,17:15,D,6,1,24,7.5,
8/4/18,Miller,B2,10:00,17:15,A,1,1,24,8.2,
8/4/18,Miller,B2,10:00,17:15,A,2,4,24,8.2,
8/4/18,Miller,B2,10:00,17:15,A,3,0,24,8.2,
8/4/18,Miller,B2,10:00,17:15,A,4,4,24,8.2,
8/4/18,Miller,B2,10:00,17:15,A,5,1,24,8.2,
8/4/18,Miller,B2,10:00,17:15,A,6,4,24,8.2,
8/4/18,Miller,B2,10:00,17:15,B,1,4,24,7.8,
8/4/18,Miller,B2,10:00,17:15,B,2,4,24,7.8,
8/4/18,Miller,B2,10:00,17:15,B,3,1,24,7.8,
8/4/18,Miller,B2,10:00,17:15,B,4,1,24,7.8,
8/4/18,Miller,B2,10:00,17:15,B,5,0,24,7.8,
8/4/18,Miller,B2,10:00,17:15,B,6,4,24,7.8,
8/4/18,Miller,B2,10:00,17:15,C,1,1,24,7.5,
8/4/18,Miller,B2,10:00,17:15,C,2,1,24,7.5,
8/4/18,Miller,B2,10:00,17:15,C,3,1,24,7.5,
8/4/18,Miller,B2,10:00,17:15,C,4,0,24,7.5,
8/4/18,Miller,B2,10:00,17:15,C,5,1,24,7.5,
8/4/18,Miller,B2,10:00,17:15,C,6,1,24,7.5,
8/4/18,Miller,B2,10:00,17:15,D,1,1,24,7.8,
8/4/18,Miller,B2,10:00,17:15,D,2,0,24,7.8,
8/4/18,Miller,B2,10:00,17:15,D,3,1,24,7.8,
8/4/18,Miller,B2,10:00,17:15,D,4,1,24,7.8,
8/4/18,Miller,B2,10:00,17:15,D,5,1,24,7.8,
8/4/18,Miller,B2,10:00,17:15,D,6,1,24,7.8,
8/4/18,Miller,D,10:00,17:15,A,1,1,24,8.2,
8/4/18,Miller,D,10:00,17:15,A,2,1,24,8.2,
8/4/18,Miller,D,10:00,17:15,A,3,3,24,8.2,
8/4/18,Miller,D,10:00,17:15,A,4,3,24,8.2,
8/4/18,Miller,D,10:00,17:15,A,5,3,24,8.2,
8/4/18,Miller,D,10:00,17:15,A,6,1,24,8.2,
8/4/18,Miller,D,10:00,17:15,B,1,4,24,7.8,
8/4/18,Miller,D,10:00,17:15,B,2,1,24,7.8,
8/4/18,Miller,D,10:00,17:15,B,3,2,24,7.8,
8/4/18,Miller,D,10:00,17:15,B,4,2,24,7.8,
8/4/18,Miller,D,10:00,17:15,B,5,1,24,7.8,
8/4/18,Miller,D,10:00,17:15,B,6,2,24,7.8,
8/4/18,Miller,D,10:00,17:15,C,1,4,24,7.5,
8/4/18,Miller,D,10:00,17:15,C,2,3,24,7.5,
8/4/18,Miller,D,10:00,17:15,C,3,3,24,7.5,
8/4/18,Miller,D,10:00,17:15,C,4,0,24,7.5,
8/4/18,Miller,D,10:00,17:15,C,5,4,24,7.5,
8/4/18,Miller,D,10:00,17:15,C,6,2,24,7.5,"Day 2: After 25 hours, D. has completely settled and 5 B. have not settled."
,,,,,,,,,,"Day 3: Began spawning at 10:10 AM, waited 30 minutes and all larvae died due to extremely warm water. Replaced with cool water, cooler air temp and shade, put under big light, and opened window - they started to spawn again. "
